,source_mat_id_orig,samp_description,tax_id,scientific_name,investigation_type,env_material,collection_date,sampling_event,sampl_person,sampl_person_orcid,tidal_stage,noteworthy_env_cond,depth,replicate,samp_size_vol,time_fi,size_frac,size_frac_low,size_frac_up,membr_cut,samp_collect_device,samp_mat_process,samp_mat_process_dev,samp_store_date,samp_store_loc,samp_store_temp,store_person,store_person_orcid,other_person,other_person_orcid,long_store,ship_date,arr_date_hq,store_temp_hq,ship_date_seq,arr_date_seq,seq_batch,failure,failure_comment,ENA_accession_number_sample,source_mat_id
10,EMO BON HCMR-1 Wa 240221 3um_1,EMOBON metagenome water sample from station HCMR-1 collected on 2024-12-21 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2024-12-21,HCMR-1_Wa_240221,Vaso Terzoglou,,no_tide,,1.0,1,30,1.5,3-200,3.0,200,Y,Jerrycan,WaSOP 1,,,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,Y,to ship,,,,,,,,,EMOBON_HCMR-1_Wa_173
11,EMO BON HCMR-1 Wa 2402213um_2,EMOBON metagenome water sample from station HCMR-1 collected on 2024-12-21 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2024-12-21,HCMR-1_Wa_240221,Vaso Terzoglou,,no_tide,,1.0,2,30,1.5,3-200,3.0,200,Y,Jerrycan,WaSOP 1,,,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,Y,to ship,,,,,,,,,EMOBON_HCMR-1_Wa_174
12,EMO BON HCMR-1 Wa 240221 3um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2024-12-21 size fraction 3-200um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2024-12-21,HCMR-1_Wa_240221,Vaso Terzoglou,,no_tide,,1.0,blank_1,30,3.5,3-200,3.0,200,N,Jerrycan,WaSOP 1,,,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,Y,to ship,,,,,,,,,EMOBON_HCMR-1_Wa_177
13,EMO BON HCMR-1 Wa 240221 0.22um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2024-12-21 size fraction 0.2-3um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2024-12-21,HCMR-1_Wa_240221,Vaso Terzoglou,,no_tide,,1.0,blank_1,30,3.5,0.2-3,0.2,3,N,Jerrycan,WaSOP 1,,,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,Y,to ship,,,,,,,,,EMOBON_HCMR-1_Wa_179
14,EMO BON HCMR-1 Wa 240416 0.22um_1,EMOBON metagenome water sample from station HCMR-1 collected on 2024-04-06 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2024-04-06,HCMR-1_Wa_240416,Apostolos Kristallas,,no_tide,,1.0,1,30,1.5,0.2-3,0.2,3,Y,Jerrycan,WaSOP 1,,,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,Y,to ship,,,,,,,,,EMOBON_HCMR-1_Wa_181
15,EMO BON HCMR-1 Wa 240416 0.22um_2,EMOBON metagenome water sample from station HCMR-1 collected on 2024-04-06 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2024-04-06,HCMR-1_Wa_240416,Apostolos Kristallas,,no_tide,,1.0,2,30,1.5,0.2-3,0.2,3,Y,Jerrycan,WaSOP 1,,,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,Y,to ship,,,,,,,,,EMOBON_HCMR-1_Wa_182
16,EMO BON HCMR-1 Wa 240416 3um_1,EMOBON metagenome water sample from station HCMR-1 collected on 2024-04-06 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2024-04-06,HCMR-1_Wa_240416,Apostolos Kristallas,,no_tide,,1.0,1,30,1.5,3-200,3.0,200,Y,Jerrycan,WaSOP 1,,,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,Y,to ship,,,,,,,,,EMOBON_HCMR-1_Wa_185
17,EMO BON HCMR-1 Wa 2404163um_2,EMOBON metagenome water sample from station HCMR-1 collected on 2024-04-06 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2024-04-06,HCMR-1_Wa_240416,Apostolos Kristallas,,no_tide,,1.0,2,30,1.5,3-200,3.0,200,Y,Jerrycan,WaSOP 1,,,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,Y,to ship,,,,,,,,,EMOBON_HCMR-1_Wa_186
18,EMO BON HCMR-1 Wa 240703 0.22um_1,EMOBON metagenome water sample from station HCMR-1 collected on 2024-07-03 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2024-07-03,HCMR-1_Wa_240703,Vaso Terzoglou,,no_tide,,1.0,1,30,1.5,0.2-3,0.2,3,Y,Jerrycan,WaSOP 1,,,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,Y,to ship,,,,,,,,,EMOBON_HCMR-1_Wa_193
19,EMO BON HCMR-1 Wa 240703 0.22um_2,EMOBON metagenome water sample from station HCMR-1 collected on 2024-07-03 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2024-07-03,HCMR-1_Wa_240703,Vaso Terzoglou,,no_tide,,1.0,2,30,1.5,0.2-3,0.2,3,Y,Jerrycan,WaSOP 1,,,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,Y,to ship,,,,,,,,,EMOBON_HCMR-1_Wa_194
20,EMO BON HCMR-1 Wa 240703 3um_1,EMOBON metagenome water sample from station HCMR-1 collected on 2024-07-03 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2024-07-03,HCMR-1_Wa_240703,Vaso Terzoglou,,no_tide,,1.0,1,30,1.5,3-200,3.0,200,Y,Jerrycan,WaSOP 1,,,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,Y,to ship,,,,,,,,,EMOBON_HCMR-1_Wa_197
21,EMO BON HCMR-1 Wa 2407033um_2,EMOBON metagenome water sample from station HCMR-1 collected on 2024-07-03 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2024-07-03,HCMR-1_Wa_240703,Vaso Terzoglou,,no_tide,,1.0,2,30,1.5,3-200,3.0,200,Y,Jerrycan,WaSOP 1,,,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,Y,to ship,,,,,,,,,EMOBON_HCMR-1_Wa_198
22,EMO BON HCMR-1 Wa 240703 3um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2024-07-03 size fraction 3-200um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2024-07-03,HCMR-1_Wa_240703,Vaso Terzoglou,,no_tide,,1.0,blank_1,30,3.5,3-200,3.0,200,N,Jerrycan,WaSOP 1,,,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,Y,to ship,,,,,,,,,EMOBON_HCMR-1_Wa_201
23,EMO BON HCMR-1 Wa 240703 0.22um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2024-07-03 size fraction 0.2-3um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2024-07-03,HCMR-1_Wa_240703,Vaso Terzoglou,,no_tide,,1.0,blank_1,30,3.5,0.2-3,0.2,3,N,Jerrycan,WaSOP 1,,,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,Y,to ship,,,,,,,,,EMOBON_HCMR-1_Wa_203
24,EMO BON HCMR-1 Wa 240917 0.22um_1,EMOBON metagenome water sample from station HCMR-1 collected on 2024-09-17 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2024-09-17,HCMR-1_Wa_240917,Apostolos Kristallas,,no_tide,,1.0,1,30,1.5,0.2-3,0.2,3,Y,Jerrycan,WaSOP 1,,,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,Y,to ship,,,,,,,,,EMOBON_HCMR-1_Wa_205
25,EMO BON HCMR-1 Wa 240917 0.22um_2,EMOBON metagenome water sample from station HCMR-1 collected on 2024-09-17 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2024-09-17,HCMR-1_Wa_240917,Apostolos Kristallas,,no_tide,,1.0,2,30,1.5,0.2-3,0.2,3,Y,Jerrycan,WaSOP 1,,,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,Y,to ship,,,,,,,,,EMOBON_HCMR-1_Wa_206
26,EMO BON HCMR-1 Wa 240917 3um_1,EMOBON metagenome water sample from station HCMR-1 collected on 2024-09-17 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2024-09-17,HCMR-1_Wa_240917,Apostolos Kristallas,,no_tide,,1.0,1,30,1.5,3-200,3.0,200,Y,Jerrycan,WaSOP 1,,,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,Y,to ship,,,,,,,,,EMOBON_HCMR-1_Wa_209
27,EMO BON HCMR-1 Wa 2409173um_2,EMOBON metagenome water sample from station HCMR-1 collected on 2024-09-17 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2024-09-17,HCMR-1_Wa_240917,Apostolos Kristallas,,no_tide,,1.0,2,30,1.5,3-200,3.0,200,Y,Jerrycan,WaSOP 1,,,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,Y,to ship,,,,,,,,,EMOBON_HCMR-1_Wa_210
28,EMO BON HCMR-1 Wa 241115 0.22um_1,EMOBON metagenome water sample from station HCMR-1 collected on 2024-11-15 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2024-11-15,HCMR-1_Wa_241115,Vaso Terzoglou,,no_tide,,,1,30,1.5,0.2-3,0.2,3,Y,Jerrycan,WaSOP 1,,,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,Y,to ship,,,,,,,,,EMOBON_HCMR-1_Wa_217
29,EMO BON HCMR-1 Wa 241115 0.22um_2,EMOBON metagenome water sample from station HCMR-1 collected on 2024-11-15 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2024-11-15,HCMR-1_Wa_241115,Vaso Terzoglou,,no_tide,,,2,30,1.5,0.2-3,0.2,3,Y,Jerrycan,WaSOP 1,,,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,Y,to ship,,,,,,,,,EMOBON_HCMR-1_Wa_218
30,EMO BON HCMR-1 Wa 241115 3um_1,EMOBON metagenome water sample from station HCMR-1 collected on 2024-11-15 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2024-11-15,HCMR-1_Wa_241115,Vaso Terzoglou,,no_tide,,,1,30,1.5,3-200,3.0,200,Y,Jerrycan,WaSOP 1,,,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,Y,to ship,,,,,,,,,EMOBON_HCMR-1_Wa_221
31,EMO BON HCMR-1 Wa 2411153um_2,EMOBON metagenome water sample from station HCMR-1 collected on 2024-11-15 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2024-11-15,HCMR-1_Wa_241115,Vaso Terzoglou,,no_tide,,,2,30,1.5,3-200,3.0,200,Y,Jerrycan,WaSOP 1,,,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,Y,to ship,,,,,,,,,EMOBON_HCMR-1_Wa_222
32,EMO BON HCMR-1 Wa 241219 0.22um_1,EMOBON metagenome water sample from station HCMR-1 collected on 2024-12-19 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2024-12-19,HCMR-1_Wa_241219,Apostolos Kristallas,,no_tide,,,1,30,1.5,0.2-3,0.2,3,Y,Jerrycan,WaSOP 1,,,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,Y,to ship,,,,,,,,,EMOBON_HCMR-1_Wa_229
33,EMO BON HCMR-1 Wa 241219 0.22um_2,EMOBON metagenome water sample from station HCMR-1 collected on 2024-12-19 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2024-12-19,HCMR-1_Wa_241219,Apostolos Kristallas,,no_tide,,,2,30,1.5,0.2-3,0.2,3,Y,Jerrycan,WaSOP 1,,,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,Y,to ship,,,,,,,,,EMOBON_HCMR-1_Wa_230
34,EMO BON HCMR-1 Wa 241219 3um_1,EMOBON metagenome water sample from station HCMR-1 collected on 2024-12-19 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2024-12-19,HCMR-1_Wa_241219,Apostolos Kristallas,,no_tide,,,1,30,1.5,3-200,3.0,200,Y,Jerrycan,WaSOP 1,,,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,Y,to ship,,,,,,,,,EMOBON_HCMR-1_Wa_233
35,EMO BON HCMR-1 Wa 2412193um_2,EMOBON metagenome water sample from station HCMR-1 collected on 2024-12-19 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2024-12-19,HCMR-1_Wa_241219,Apostolos Kristallas,,no_tide,,,2,30,1.5,3-200,3.0,200,Y,Jerrycan,WaSOP 1,,,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,Y,to ship,,,,,,,,,EMOBON_HCMR-1_Wa_234
